COD_ESTADO,COD_MUNIC,COD_PARROQ,ADM3_ES,ADM3_PCODE,ADM2_ES,ADM2_PCODE,ADM1_ES,ADM1_PCODE,ADM0_ES,ADM0_EN,ADM0_PCODE
1,1,1,Altagracia,VE010101,Libertador,VE0101,Distrito Federal,VE01,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
1,1,2,Antimano,VE010102,Libertador,VE0101,Distrito Federal,VE01,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
1,1,3,Candelaria,VE010103,Libertador,VE0101,Distrito Federal,VE01,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
1,1,4,Caricuao,VE010104,Libertador,VE0101,Distrito Federal,VE01,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
1,1,5,Catedral,VE010105,Libertador,VE0101,Distrito Federal,VE01,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
1,1,6,Coche,VE010106,Libertador,VE0101,Distrito Federal,VE01,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
1,1,7,El Junquito,VE010107,Libertador,VE0101,Distrito Federal,VE01,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
1,1,8,El Paraiso,VE010108,Libertador,VE0101,Distrito Federal,VE01,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
1,1,9,El Recreo,VE010109,Libertador,VE0101,Distrito Federal,VE01,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
1,1,10,El Valle,VE010110,Libertador,VE0101,Distrito Federal,VE01,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
1,1,11,La Pastora,VE010111,Libertador,VE0101,Distrito Federal,VE01,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
1,1,12,La Vega,VE010112,Libertador,VE0101,Distrito Federal,VE01,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
1,1,13,Macarao,VE010113,Libertador,VE0101,Distrito Federal,VE01,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
1,1,14,San Agustin,VE010114,Libertador,VE0101,Distrito Federal,VE01,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
1,1,15,San Benardino,VE010115,Libertador,VE0101,Distrito Federal,VE01,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
1,1,16,San Jose,VE010116,Libertador,VE0101,Distrito Federal,VE01,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
1,1,17,San Juan,VE010117,Libertador,VE0101,Distrito Federal,VE01,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
1,1,18,San Pedro,VE010118,Libertador,VE0101,Distrito Federal,VE01,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
1,1,19,Santa Rosalia,VE010119,Libertador,VE0101,Distrito Federal,VE01,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
1,1,20,Santa Teresa,VE010120,Libertador,VE0101,Distrito Federal,VE01,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
1,1,21,Sucre,VE010121,Libertador,VE0101,Distrito Federal,VE01,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
1,1,22,23 De Enero,VE010122,Libertador,VE0101,Distrito Federal,VE01,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
2,1,0,Autonomo Alto Orinoco,VE020100,Autonomo Alto Orinoco,VE0201,Amazonas,VE02,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
2,2,0,Autonomo Atabapo,VE020200,Autonomo Atabapo,VE0202,Amazonas,VE02,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
2,3,0,Autonomo Atures,VE020300,Autonomo Atures,VE0203,Amazonas,VE02,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
2,4,0,Autonomo Autana,VE020400,Autonomo Autana,VE0204,Amazonas,VE02,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
2,5,0,Autonomo Maroa,VE020500,Autonomo Maroa,VE0205,Amazonas,VE02,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
2,6,0,Autonomo Manapiare,VE020600,Autonomo Manapiare,VE0206,Amazonas,VE02,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
2,7,0,Autonomo Rio Negro,VE020700,Autonomo Rio Negro,VE0207,Amazonas,VE02,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,1,1,Capital Anaco,VE030101,Anaco,VE0301,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,1,2,San Joaquin,VE030102,Anaco,VE0301,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,2,1,Capital Aragua,VE030201,Aragua,VE0302,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,2,2,Cachipo,VE030202,Aragua,VE0302,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,3,1,Capital Fernando De Peñalv,VE030301,Fernando De Peñalv,VE0303,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,3,2,San Miguel,VE030302,Fernando De Peñalv,VE0303,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,3,3,Sucre,VE030303,Fernando De Peñalv,VE0303,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,4,1,Valle De Guanape,VE030401,Francisco Del Carm,VE0304,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,4,2,Santa Barbara,VE030402,Francisco Del Carm,VE0304,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,5,1,Capital Francisco De Miran,VE030501,Francisco De Miran,VE0305,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,5,2,Atapirire,VE030502,Francisco De Miran,VE0305,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,5,3,Boca Del Pao,VE030503,Francisco De Miran,VE0305,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,5,4,El Pao,VE030504,Francisco De Miran,VE0305,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,6,1,Guanta,VE030601,Guanta,VE0306,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,6,2,Chorreron,VE030602,Guanta,VE0306,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,7,1,Capital Independencia,VE030701,Independencia,VE0307,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,7,2,Mamo,VE030702,Independencia,VE0307,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,8,1,Capital Puerto La Cruz,VE030801,Juan Antonio Sotil,VE0308,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,8,2,Pozuelos,VE030802,Juan Antonio Sotil,VE0308,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,9,1,Capital Onoto,VE030901,Juan Manuel Cajiga,VE0309,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,9,2,San Pablo,VE030902,Juan Manuel Cajiga,VE0309,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,10,1,Capital Jose Gregorio Mona,VE031001,Jose Gregorio Mona,VE0310,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,10,2,Piar,VE031002,Jose Gregorio Mona,VE0310,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,10,3,San Diego De Cabrutica,VE031003,Jose Gregorio Mona,VE0310,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,10,4,Santa Clara,VE031004,Jose Gregorio Mona,VE0310,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,10,5,Uverito,VE031005,Jose Gregorio Mona,VE0310,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,10,6,Zuata,VE031006,Jose Gregorio Mona,VE0310,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,11,1,Capital Libertad,VE031101,Libertad,VE0311,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,11,2,El Carito,VE031102,Libertad,VE0311,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,11,3,Santa Ines,VE031103,Libertad,VE0311,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,12,1,Capital Clarines,VE031201,Manuel Ezequiel Br,VE0312,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,12,2,Guanape,VE031202,Manuel Ezequiel Br,VE0312,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,12,3,Sabana De Uchire,VE031203,Manuel Ezequiel Br,VE0312,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,13,1,Capital Pedro Maria Freite,VE031301,Pedro Maria Freite,VE0313,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,13,2,Libertador,VE031302,Pedro Maria Freite,VE0313,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,13,3,Santa Rosa,VE031303,Pedro Maria Freite,VE0313,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,13,4,Urica,VE031304,Pedro Maria Freite,VE0313,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,14,1,Capital Piritu,VE031401,Piritu,VE0314,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,14,2,San Francisco,VE031402,Piritu,VE0314,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,15,1,Capital San Jose De Guanip,VE031501,San Jose De Guanip,VE0315,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,16,1,Capital Boca De Uchire,VE031601,San Juan De Capist,VE0316,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,16,2,Boca De Chavez,VE031602,San Juan De Capist,VE0316,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,17,1,Capital Santa  Ana,VE031701,Santa Ana,VE0317,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,17,2,Pueblo Nuevo,VE031702,Santa Ana,VE0317,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,18,1,El Carmen,VE031801,Simon Bolivar,VE0318,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,18,2,San Cristobal,VE031802,Simon Bolivar,VE0318,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,18,3,Bergantin,VE031803,Simon Bolivar,VE0318,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,18,4,Caigua,VE031804,Simon Bolivar,VE0318,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,18,5,El Pilar,VE031805,Simon Bolivar,VE0318,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,18,6,Naricual,VE031806,Simon Bolivar,VE0318,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,19,1,Edmundo Barrios,VE031901,Simon Rodriguez,VE0319,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,20,1,El Chaparro,VE032001,Sir Artur Mc Grego,VE0320,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,20,2,Tomas Alfaro Calatrava,VE032002,Sir Artur Mc Grego,VE0320,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,21,1,Lecherias,VE032101,Diego Bautista Urb,VE0321,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
3,21,2,El Morro,VE032102,Diego Bautista Urb,VE0321,Anzoategui,VE03,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
4,1,1,Urbana Achaguas,VE040101,Achaguas,VE0401,Apure,VE04,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
4,1,2,Apurito,VE040102,Achaguas,VE0401,Apure,VE04,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
4,1,3,El Yagual,VE040103,Achaguas,VE0401,Apure,VE04,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
4,1,4,Guachara,VE040104,Achaguas,VE0401,Apure,VE04,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
4,1,5,Mucuritas,VE040105,Achaguas,VE0401,Apure,VE04,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
4,1,6,Queseras Del Medio,VE040106,Achaguas,VE0401,Apure,VE04,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
4,2,1,Biruaca,VE040201,Biruaca,VE0402,Apure,VE04,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
4,3,1,Bruzual,VE040301,Muñoz,VE0403,Apure,VE04,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
4,3,2,Mantecal,VE040302,Muñoz,VE0403,Apure,VE04,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
4,3,3,Quintero,VE040303,Muñoz,VE0403,Apure,VE04,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
4,3,4,Rincon Hondo,VE040304,Muñoz,VE0403,Apure,VE04,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
4,3,5,San Vicente,VE040305,Muñoz,VE0403,Apure,VE04,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
4,4,1,Guasdualito,VE040401,Paez,VE0404,Apure,VE04,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
4,4,2,Aramendi,VE040402,Paez,VE0404,Apure,VE04,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
4,4,3,El Amparo,VE040403,Paez,VE0404,Apure,VE04,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
4,4,4,San Camilo,VE040404,Paez,VE0404,Apure,VE04,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
4,4,5,Urdaneta,VE040405,Paez,VE0404,Apure,VE04,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
4,5,1,San Juan De Payara,VE040501,Pedro Camejo,VE0405,Apure,VE04,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
4,5,2,Codazzi,VE040502,Pedro Camejo,VE0405,Apure,VE04,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
4,5,3,Cunaviche,VE040503,Pedro Camejo,VE0405,Apure,VE04,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
4,6,1,Elorza,VE040601,Romulo Gallegos,VE0406,Apure,VE04,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
4,6,2,La Trinidad,VE040602,Romulo Gallegos,VE0406,Apure,VE04,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
4,7,1,San Fernando,VE040701,San Fernando,VE0407,Apure,VE04,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
4,7,2,El Recreo,VE040702,San Fernando,VE0407,Apure,VE04,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
4,7,3,Peñalver,VE040703,San Fernando,VE0407,Apure,VE04,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
4,7,4,San Rafael De Atamaica,VE040704,San Fernando,VE0407,Apure,VE04,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,1,1,Capital Bolivar,VE050101,Bolivar,VE0501,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,2,1,Capital Camatagua,VE050201,Camatagua,VE0502,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,2,2,Carmen De Cura,VE050202,Camatagua,VE0502,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,3,2,Choroni,VE050302,Girardot,VE0503,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,3,3,Las Delicias,VE050303,Girardot,VE0503,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,3,4,Madre Maria De San Jose,VE050304,Girardot,VE0503,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,3,5,Joaquin Crespo,VE050305,Girardot,VE0503,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,3,6,Pedro Jose Ovalles,VE050306,Girardot,VE0503,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,3,7,Jose Casanova Godoy,VE050307,Girardot,VE0503,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,3,8,Andres Eloy Blanco,VE050308,Girardot,VE0503,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,3,9,Los Tacariguas,VE050309,Girardot,VE0503,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,4,0,Capital Jose Angel Lamas,VE050400,Jose Angel Lamas,VE0504,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,5,1,Capital Jose Felix Ribas,VE050501,Jose Felix Ribas,VE0505,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,5,2,Castor Nieves Rios,VE050502,Jose Felix Ribas,VE0505,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,5,3,Las Guacamayas,VE050503,Jose Felix Ribas,VE0505,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,5,4,Pao De Zarate,VE050504,Jose Felix Ribas,VE0505,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,5,5,Zuata,VE050505,Jose Felix Ribas,VE0505,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,6,0,Capital Jose Rafael Reveng,VE050600,Jose Rafael Reveng,VE0506,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,7,1,Capital Libertador,VE050701,Libertador,VE0507,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,7,2,San Martin De Porres,VE050702,Libertador,VE0507,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,8,1,Capital Mario Briceño Irag,VE050801,Mario Briceño Irag,VE0508,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,8,2,Caña De Azucar,VE050802,Mario Briceño Irag,VE0508,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,9,1,Capital San Casimiro,VE050901,San Casimiro,VE0509,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,9,2,Gõiripa,VE050902,San Casimiro,VE0509,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,9,3,Ollas De Caramacate,VE050903,San Casimiro,VE0509,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,9,4,Valle Morin,VE050904,San Casimiro,VE0509,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,10,1,Capital San Sebastian,VE051001,San Sebastian,VE0510,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,11,1,Capital Santiago Mariño,VE051101,Santiago Mariño,VE0511,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,11,2,Arevalo Aponte,VE051102,Santiago Mariño,VE0511,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,11,3,Chuao,VE051103,Santiago Mariño,VE0511,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,11,4,Saman De Gõere,VE051104,Santiago Mariño,VE0511,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,11,5,Alfredo Pacheco Miranda,VE051105,Santiago Mariño,VE0511,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,12,1,Capital Santos Michelena,VE051201,Santos Michelena,VE0512,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,12,2,Tiara,VE051202,Santos Michelena,VE0512,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,13,2,Bella Vista,VE051302,Sucre,VE0513,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,13,1,Capital Sucre,VE051301,Sucre,VE0513,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,14,1,Capital Tovar,VE051401,Tovar,VE0514,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,15,1,Capital Urdaneta,VE051501,Urdaneta,VE0515,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,15,2,Las Peñitas,VE051502,Urdaneta,VE0515,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,15,3,San Francisco De Cara,VE051503,Urdaneta,VE0515,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,15,4,Taguay,VE051504,Urdaneta,VE0515,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,16,1,Capital Zamora,VE051601,Zamora,VE0516,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,16,2,Magdaleno,VE051602,Zamora,VE0516,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,16,3,San Francisco De Asis,VE051603,Zamora,VE0516,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,16,4,Valles Del Tucutunemo,VE051604,Zamora,VE0516,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,16,5,Augusto Mijares,VE051605,Zamora,VE0516,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,17,1,Capital Francisco Linares,VE051701,Francisco Linares,VE0517,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,17,2,Francisco De Miranda,VE051702,Francisco Linares,VE0517,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,17,3,Monseñor Feliciano Gonzale,VE051703,Francisco Linares,VE0517,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
5,18,1,Capital Ocumare De La Cost,VE051801,Ocumare De La Cost,VE0518,Aragua,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
6,1,1,Sabaneta,VE060101,Alberto Arvelo Tor,VE0601,Barinas,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
6,1,2,Rodriguez Dominguez,VE060102,Alberto Arvelo Tor,VE0601,Barinas,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
6,2,1,Ticoporo,VE060201,Antonio Jose De Su,VE0602,Barinas,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
6,2,2,Andres Bello,VE060202,Antonio Jose De Su,VE0602,Barinas,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
6,2,3,Nicolas Pulido,VE060203,Antonio Jose De Su,VE0602,Barinas,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
6,3,1,Arismendi,VE060301,Arismendi,VE0603,Barinas,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
6,3,2,Guadarrama,VE060302,Arismendi,VE0603,Barinas,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
6,3,3,La Union,VE060303,Arismendi,VE0603,Barinas,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
6,3,4,San Antonio,VE060304,Arismendi,VE0603,Barinas,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
6,4,1,Barinas,VE060401,Barinas,VE0604,Barinas,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
6,4,2,Alfredo Arvelo Larriva,VE060402,Barinas,VE0604,Barinas,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
6,4,3,San Silvestre,VE060403,Barinas,VE0604,Barinas,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
6,4,4,Santa Ines,VE060404,Barinas,VE0604,Barinas,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
6,4,5,Santa Lucia,VE060405,Barinas,VE0604,Barinas,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
6,4,6,Torunos,VE060406,Barinas,VE0604,Barinas,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
6,4,7,El Carmen,VE060407,Barinas,VE0604,Barinas,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
6,4,8,Romulo Betancourt,VE060408,Barinas,VE0604,Barinas,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
6,4,9,Corazon De Jesus,VE060409,Barinas,VE0604,Barinas,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
6,4,10,Ramon Ignacio Mendez,VE060410,Barinas,VE0604,Barinas,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
6,4,11,Alto Barinas,VE060411,Barinas,VE0604,Barinas,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
6,4,12,Manuel Palacios Fajardo,VE060412,Barinas,VE0604,Barinas,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
