admin0Name_es,admin0Pcode,admin1Name_es,admin1Pcode,admin2Name_es,admin2Pcode,admin2RefName,admin2AltName1_es,admin2AltName2_es,date,validOn,validTo
Colombia,CO,Bolívar,CO13,San Pablo,CO13670,San Pablo,,,2009-01-01,2014-10-29,
Colombia,CO,Norte de Santander,CO54,Chinácota,CO54172,Chinacota,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Sabana de Torres,CO68655,Sabana de Torres,,,2009-01-01,2014-10-29,
Colombia,CO,Norte de Santander,CO54,Ragonvalía,CO54599,Ragonvalia,,,2009-01-01,2014-10-29,
Colombia,CO,Norte de Santander,CO54,Cucutilla,CO54223,Cucutilla,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,El Playon,CO68255,El Playon,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Surata,CO68780,Surata,,,2009-01-01,2014-10-29,
Colombia,CO,Norte de Santander,CO54,Pamplonita,CO54520,Pamplonita,,,2009-01-01,2014-10-29,
Colombia,CO,Norte de Santander,CO54,Herrán,CO54347,Herran,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Mutatá,CO05480,Mutata,,,2009-01-01,2014-10-29,
Colombia,CO,Chocó,CO27,Juradó,CO27372,Jurado,,,2009-01-01,2014-10-29,
Colombia,CO,Norte de Santander,CO54,Toledo,CO54820,Toledo,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Segovia,CO05736,Segovia,,,2009-01-01,2014-10-29,
Colombia,CO,Norte de Santander,CO54,Pamplona,CO54518,Pamplona,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Matanza,CO68444,Matanza,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Anorí,CO05040,Anori,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Valdivia,CO05854,Valdivia,,,2009-01-01,2014-10-29,
Colombia,CO,Bolívar,CO13,Cantagallo,CO13160,Cantagallo,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Lebríja,CO68406,Lebrija,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Ituango,CO05361,Ituango,,,2009-01-01,2014-10-29,
Colombia,CO,Norte de Santander,CO54,Labateca,CO54377,Labateca,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,California,CO68132,California,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Vetas,CO68867,Vetas,,,2009-01-01,2014-10-29,
Colombia,CO,Norte de Santander,CO54,Mutiscua,CO54480,Mutiscua,,,2009-01-01,2014-10-29,
Colombia,CO,Norte de Santander,CO54,Cácota,CO54125,Cacota,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Charta,CO68169,Charta,,,2009-01-01,2014-10-29,
Colombia,CO,Norte de Santander,CO54,Silos,CO54743,Silos,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Yondó,CO05893,Yondo,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Amalfi,CO05031,Amalfi,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Remedios,CO05604,Remedios,,,2009-01-01,2014-10-29,
Colombia,CO,Norte de Santander,CO54,Chitagá,CO54174,Chitaga,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Tona,CO68820,Tona,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Bucaramanga,CO68001,Bucaramanga,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Barrancabermeja,CO68081,Barrancabermeja,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Briceño,CO05107,Briceno,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Yarumal,CO05887,Yarumal,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Peque,CO05543,Peque,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Girón,CO68307,Giron,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Dabeiba,CO05234,Dabeiba,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Campamento,CO05134,Campamento,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Betulia,CO68092,Betulia,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,San Vicente Chuchurí,CO68689,San Vicente Chuchuri,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Floridablanca,CO68276,Floridablanca,,,2009-01-01,2014-10-29,
Colombia,CO,Arauca,CO81,Arauca,CO81001,Arauca,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Piedecuesta,CO68547,Piedecuesta,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Toledo,CO05819,Toledo,,,2009-01-01,2014-10-29,
Colombia,CO,Arauca,CO81,Saravena,CO81736,Saravena,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Santa Bárbara,CO68705,Santa Barbara,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Sabanalarga,CO05628,Sabanalarga,,,2009-01-01,2014-10-29,
Colombia,CO,Arauca,CO81,Arauquita,CO81065,Arauquita,,,2009-01-01,2014-10-29,
Colombia,CO,Boyacá,CO15,Cubará,CO15223,Cubara,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Guaca,CO68318,Guaca,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Murindó,CO05475,Murindo,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,San Andrés,CO05647,San Andres,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Cerrito,CO68162,Cerrito,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Uramita,CO05842,Uramita,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Zapatoca,CO68895,Zapatoca,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Vegachí,CO05858,Vegachi,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Cañasgordas,CO05138,Canasgordas,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Buriticá,CO05113,Buritica,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Angostura,CO05038,Angostura,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Simacota,CO68745,Simacota,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,San Andrés,CO68669,San Andres,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Guadalupe,CO05315,Guadalupe,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Frontino,CO05284,Frontino,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Los Santos,CO68418,Los Santos,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Concepción,CO68207,Concepcion,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,San Jose de la Monta,CO05658,San Jose de la Monta,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Puerto Parra,CO68573,Puerto Parra,,,2009-01-01,2014-10-29,
Colombia,CO,Chocó,CO27,Bojayá,CO27099,Bojaya,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Santa Rosa de Osos,CO05686,Santa Rosa de Osos,,,2009-01-01,2014-10-29,
Colombia,CO,Arauca,CO81,Fortul,CO81300,Fortul,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Vigía del Fuerte,CO05873,Vigia del Fuerte,,,2009-01-01,2014-10-29,
Colombia,CO,Boyacá,CO15,Chiscas,CO15180,Chiscas,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Gómez Plata,CO05310,Gomez Plata,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Yolombó,CO05890,Yolombo,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,El Carmen de Chucurí,CO68235,El Carmen de Chucuri,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Aratoca,CO68051,Aratoca,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Carolina,CO05150,Carolina,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Cepita,CO68160,Cepita,,,2009-01-01,2014-10-29,
Colombia,CO,Chocó,CO27,Bahía Solano,CO27075,Bahia Solano,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Liborina,CO05411,Liborina,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Yali,CO05885,Yali,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Belmira,CO05086,Belmira,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Galán,CO68296,Galan,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Malaga,CO68432,Malaga,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Cimitarra,CO68190,Cimitarra,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Villanueva,CO68872,Villanueva,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Carcasi,CO68152,Carcasi,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Abriaqui,CO05004,Abriaqui,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Puerto Berrío,CO05579,Puerto Berrio,,,2009-01-01,2014-10-29,
Colombia,CO,Boyacá,CO15,Güicán,CO15332,Guican,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Jordan,CO68370,Jordan,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Barichara,CO68079,Barichara,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Giraldo,CO05306,Giraldo,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Molagavita,CO68468,Molagavita,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Enciso,CO68266,Enciso,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Curití,CO68229,Curiti,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,San José de Miranda,CO68684,San Jose de Miranda,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Santafé de Antioquia,CO05042,Santafe de Antioquia,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Entrerrios,CO05264,Entrerrios,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Olaya,CO05501,Olaya,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Maceo,CO05425,Maceo,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,San Gil,CO68679,San Gil,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Mogotes,CO68464,Mogotes,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Sopetrán,CO05761,Sopetran,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Hato,CO68344,Hato,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Cabrera,CO68121,Cabrera,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,San Miguel,CO68686,San Miguel,,,2009-01-01,2014-10-29,
Colombia,CO,Antioquia,CO05,Urrao,CO05847,Urrao,,,2009-01-01,2014-10-29,
Colombia,CO,Santander,CO68,Capitanejo,CO68147,Capitanejo,,,2009-01-01,2014-10-29,
